UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
535,M535,M,299.9229830609986,310.30470974406745,1522.4216404290794,42.99647687837348,219,1.0,Overstrain Failure
536,M536,L,299.6547454001184,308.3551601352356,1571.4609790636619,49.32434870954667,187,0.0,No Failure
537,M537,M,301.76731987497334,312.24206133464895,1295.0058721422522,35.848997110366305,30,1.0,Random Failure
538,M538,M,301.30464575682686,310.0004141298364,1615.9074064955898,47.00700612120583,10,0.0,No Failure
539,M539,M,296.8472156860315,309.98139935772275,1466.3745261318927,68.14654444472552,86,0.0,No Failure
540,M540,M,302.9530806994518,309.34421056697414,1542.548993324023,38.95657207013108,120,0.0,No Failure
541,M541,M,302.7601827082949,310.310381367718,1619.7246923645228,43.93307050005323,129,0.0,No Failure
542,M542,H,298.74887459698095,311.6501965293353,1362.8326302769533,32.61942916338609,231,0.0,No Failure
543,M543,L,300.7916070668748,308.2657395685782,1429.0558997572452,41.8125116260205,104,1.0,Power Failure
544,M544,H,300.9880603725655,308.68376702184946,1471.1451304124296,44.60271624982304,26,1.0,Tool Wear Failure
545,M545,M,300.5213475316478,309.3925479424467,1421.624647887557,41.94842340270138,226,1.0,Random Failure
546,M546,L,298.89938969230917,307.30825815305354,1673.493657583681,29.80304680291143,1,0.0,No Failure
547,M547,M,298.6567532641239,308.361484280557,1414.3227906173206,42.06361771325451,102,1.0,Tool Wear Failure
548,M548,L,299.94889185801713,309.0475582529107,1444.4453220513133,54.62195938717637,100,0.0,No Failure
549,M549,H,302.34545803851876,311.7487783614255,1520.4389031602977,44.486357645145276,20,0.0,No Failure
550,M550,L,301.08720030918886,310.52512265800385,1379.785047392391,49.619871890718414,57,1.0,Tool Wear Failure
551,M551,L,299.25877133582776,310.3871798227351,1460.4319288243737,37.629880299873726,132,0.0,No Failure
552,M552,L,301.5433974212967,311.70179592433595,1531.7453261250175,47.4990023942371,179,0.0,No Failure
553,M553,L,294.30291475873986,309.7252564232012,1466.7139595617489,42.792678382165256,172,0.0,No Failure
554,M554,L,302.2975314007442,310.7809296998578,1490.6613141100052,30.490892703127678,84,0.0,No Failure
555,M555,M,296.5205724424438,309.79355649413503,1447.0667887551629,43.18521004798875,92,1.0,Heat Dissipation Failure
556,M556,L,299.27511811719376,310.53072469879925,1348.5529690819233,30.083033365596897,19,0.0,No Failure
557,M557,L,297.7606602107477,308.83448268477684,1532.1593211339239,33.67119725115208,60,1.0,Random Failure
558,M558,H,297.4106370485582,305.12236568344713,1675.4933071647242,41.893283072923744,37,0.0,No Failure
559,M559,L,302.321653574757,309.73144167562737,1501.8401630783437,42.97244273380124,147,0.0,No Failure
560,M560,H,299.06459759737623,312.84549627219985,1522.526411724755,28.107675349228707,241,0.0,No Failure
561,M561,M,300.6930077634614,311.85243080448316,1569.2722755116858,50.53985771182876,24,0.0,No Failure
562,M562,L,299.9061588422416,311.93079496918233,1373.06695034533,45.72006278300473,129,0.0,No Failure
563,M563,H,300.95408165444627,312.4722614436124,1670.2514658129605,32.95271564389116,120,1.0,Heat Dissipation Failure
564,M564,H,300.1536437821205,310.1773151819229,1520.2328796422803,24.624152035508246,159,1.0,Tool Wear Failure
565,M565,M,297.43401555162285,310.3946314148112,1663.185689908911,38.55095420918569,25,1.0,Tool Wear Failure
566,M566,L,301.99253363889426,308.7646962091313,1426.696700447601,35.540562861388395,197,1.0,Overstrain Failure
567,M567,L,299.01248683367737,309.3678542879459,1681.8061922557824,41.13140457053023,168,1.0,Tool Wear Failure
568,M568,H,296.8868362026805,311.2315422995423,1577.5155494034784,36.36883338844434,248,0.0,No Failure
569,M569,L,299.14376967806817,312.40776887433765,1555.3040085852358,19.925431392549903,66,1.0,Overstrain Failure
570,M570,H,303.0015195812686,309.721107448638,1523.4024454353148,36.11653061698841,224,0.0,No Failure
571,M571,L,301.700443484227,309.09962147029717,1475.147138192555,36.94380888931687,0,0.0,No Failure
572,M572,H,299.30269573118426,310.0010559177132,1620.0531658473872,46.33661024774059,50,0.0,No Failure
573,M573,L,299.30148459136313,311.20241349785823,1514.0359869848046,33.0180032538895,4,0.0,No Failure
574,M574,M,299.35672989756523,307.1122903677329,1303.2930296412846,56.786746733725664,12,0.0,No Failure
575,M575,L,304.15349596712167,305.4076380937255,1388.2813538292999,20.88359449348243,146,1.0,Random Failure
576,M576,L,300.7638709044631,308.89892630101684,1481.4154247807253,53.111674978026244,139,0.0,No Failure
577,M577,M,300.86008329438215,307.55857514817166,1530.9998983165556,37.756810291218954,47,0.0,No Failure
578,M578,L,302.06056690806366,308.98371960470536,1494.3411511100105,48.595848723435566,152,0.0,No Failure
579,M579,M,300.477578318053,309.70443936236506,1621.8970789793664,40.79801484058733,56,0.0,No Failure
580,M580,L,299.4819157083586,309.09350318195396,1304.8898135961376,51.39555536025469,114,0.0,No Failure
581,M581,H,299.60730030183004,312.9049350689415,1514.358793650516,36.12638035447189,34,0.0,No Failure
582,M582,H,299.8567974811719,310.65348952920465,1318.2020774612845,29.013795748221877,75,0.0,No Failure
583,M583,L,299.9255555269803,310.60094871922166,1575.9712295484169,54.205042872710635,93,0.0,No Failure
584,M584,L,301.455259087274,311.24441428808683,1490.5541285557997,38.86519354117859,4,1.0,Power Failure
585,M585,L,300.1038917716146,307.7223337644385,1541.9609972024118,42.21558473624211,225,1.0,Heat Dissipation Failure
586,M586,H,301.4652801544312,312.07822357484054,1413.6117039410233,52.34751914044795,21,0.0,No Failure
587,M587,L,299.83856683978286,309.84847142692905,1627.946493165775,29.680447579055652,102,0.0,No Failure
588,M588,H,300.15727038063216,311.34096123448245,1604.1724664058852,45.95490897639257,204,0.0,No Failure
589,M589,M,296.0035986309358,307.8562855339197,1558.3544303011888,34.10105243537109,184,1.0,Power Failure
590,M590,H,301.83265534940494,306.89248246796785,1487.048275313656,38.67830644355628,174,0.0,No Failure
591,M591,H,300.69297695179597,311.63577931605005,1557.9857285295132,40.72278965384289,181,0.0,No Failure
592,M592,M,301.9960202197193,310.75281905219504,1429.310743201265,24.99778138553064,130,1.0,Power Failure
593,M593,H,294.2074892436126,308.195896891285,1585.5555659020713,32.211629571795655,123,0.0,No Failure
594,M594,L,304.17674940956147,308.2606738374506,1664.9480894323922,53.51072892413139,52,0.0,No Failure
595,M595,L,299.72082074368967,312.25086956882956,1607.0610559979186,48.86191188584796,211,0.0,No Failure
596,M596,H,302.21636563347505,307.62117621426535,1427.039753019259,39.37360422672765,158,1.0,Tool Wear Failure
597,M597,L,297.92018814574897,313.2853459065119,1536.1417317273103,42.431234585128934,68,1.0,Tool Wear Failure
598,M598,H,301.22554781012514,308.19875853070425,1370.6858456241353,37.05757494363542,215,1.0,Heat Dissipation Failure
599,M599,L,297.8931688736527,311.27678385121675,1557.2390311175675,53.56583385827982,103,0.0,No Failure
600,M600,L,298.7524620786084,309.34276304850204,1545.0603412862538,37.99647422205836,245,0.0,No Failure
601,M601,H,303.8280627077336,311.2063748621647,1313.0183660467835,42.31842092134848,160,1.0,Random Failure
602,M602,L,299.6186351984733,308.91177199577163,1383.8216156087635,51.460301441420654,199,1.0,Random Failure
603,M603,H,300.43486574635943,309.6744141878554,1471.6861103256233,32.226285151540935,215,0.0,No Failure
604,M604,L,301.7401354613775,310.08183835079143,1469.9140252859174,55.58789184496894,177,1.0,Overstrain Failure
605,M605,L,300.9913637759452,307.99562508843707,1379.0523064581196,24.69538590256623,211,0.0,No Failure
606,M606,M,300.30083781028713,311.48164869084025,1538.8978729352184,56.296421311127986,15,0.0,No Failure
607,M607,M,300.72992200493246,308.9735728670568,1525.1473608940512,36.27324416048025,241,0.0,No Failure
608,M608,H,304.8068311704765,309.54280016931995,1480.573086802148,37.57301252174718,115,0.0,No Failure
609,M609,M,299.8847624059328,308.011301250783,1424.4208499841636,21.09989828817057,75,1.0,Tool Wear Failure
610,M610,H,300.40219809342994,304.8753326824094,1604.8707126416564,35.452052826223074,204,0.0,No Failure
611,M611,M,302.10130879201523,309.6179444747997,1665.5407113088295,29.60193468973116,108,0.0,No Failure
612,M612,L,302.211051865916,314.8252308432258,1451.6438516153462,33.923536546265275,233,1.0,Tool Wear Failure
613,M613,H,302.37406061112074,311.56920857579604,1438.783308284518,38.6268903421112,38,1.0,Tool Wear Failure
614,M614,H,301.27746044405836,309.9614792405312,1549.1207665411996,49.57791614472906,88,0.0,No Failure
615,M615,L,297.71399017453905,309.4742183415835,1464.1970620253014,42.076033514006255,173,0.0,No Failure
616,M616,H,303.2668630646022,310.0449317856241,1486.0602799336766,43.07676653401114,223,0.0,No Failure
617,M617,H,297.7073092139626,311.0942382303504,1573.9653151724672,29.044806111544375,215,0.0,No Failure
618,M618,M,300.60527093047807,307.6383743693823,1309.0643912492708,31.1924591039727,111,1.0,Random Failure
619,M619,H,298.4914482999613,312.2286433893377,1631.8302324852668,57.98725018351312,46,1.0,Tool Wear Failure
620,M620,L,299.87172330681403,311.4307626308825,1507.2680524329342,32.647989652367535,171,0.0,No Failure
621,M621,M,300.65752482060697,311.4363714514159,1458.850685543782,56.56208252057296,136,0.0,No Failure
622,M622,M,300.6427144309005,310.87695147761946,1491.076584577855,37.569388011191336,231,0.0,No Failure
623,M623,L,300.8438415084706,310.039233315388,1496.242935502052,40.02287936143504,241,1.0,Tool Wear Failure
624,M624,L,303.2274225381173,311.34572247193364,1326.8798696555075,50.703651602299296,214,0.0,No Failure
625,M625,M,300.90706860302794,311.18362826748273,1649.4938227453235,52.718924219386565,127,0.0,No Failure
626,M626,H,299.5116867294187,309.29191857811793,1504.1325632270618,38.89187439720912,177,0.0,No Failure
627,M627,M,301.9281743365767,308.8527964542062,1544.3002130447376,36.11756946478461,76,0.0,No Failure
628,M628,L,302.37894097784925,310.203712590524,1595.1549770574043,39.44079551477787,187,0.0,No Failure
629,M629,M,297.544784369726,313.0980403029904,1397.88375424397,43.379575282321184,223,0.0,No Failure
630,M630,L,301.19480013969974,307.5217858486922,1547.3471899035228,48.91303686869755,241,1.0,Tool Wear Failure
631,M631,M,301.4023454846218,307.0649494684951,1473.2358909101206,40.04229858994152,14,1.0,Tool Wear Failure
632,M632,H,299.40487299328004,310.32952168247306,1584.6770775216494,46.188862980231534,35,1.0,Power Failure
633,M633,M,302.7514136266232,310.10177540371205,1287.2772579648504,56.383597322709406,240,0.0,No Failure
634,M634,M,299.6998888259349,310.3466833287408,1490.090569975873,43.81309612264785,62,0.0,No Failure
635,M635,L,300.2511529069431,310.487906395817,1439.7179344216038,43.11652856004778,68,0.0,No Failure
636,M636,L,299.65385635143224,309.5535954907304,1543.2262950634156,24.810891749099323,213,0.0,No Failure
637,M637,L,300.03115809516294,312.97972687720414,1547.0044187368203,13.692698631709366,207,1.0,Tool Wear Failure
638,M638,M,297.8074498262096,306.798192043047,1429.2374105177973,43.88375729230168,168,0.0,No Failure
639,M639,H,297.1198982348114,308.34300595043953,1428.7826135823957,39.05175768719128,73,0.0,No Failure
640,M640,L,303.18901012644994,309.7934904797019,1488.933463144267,34.85217325085258,23,1.0,Tool Wear Failure
641,M641,L,298.30607730336334,306.71362237769165,1410.3357772684792,42.435302041863444,209,1.0,Random Failure
642,M642,M,298.0172153010874,309.64829119113585,1584.1983695452127,39.395962708030915,48,0.0,No Failure
643,M643,L,295.6932197727926,313.32294033145604,1463.0792799552553,51.277802506338986,145,0.0,No Failure
644,M644,H,298.722076504621,310.0417729765919,1209.3011780678357,40.86110868258978,6,0.0,No Failure
645,M645,H,297.353820413185,310.4614018114374,1462.5177943378194,32.53076714929833,3,0.0,No Failure
646,M646,L,303.28403032027273,307.4796704696548,1396.1456179156028,49.901662389592886,89,0.0,No Failure
647,M647,L,302.0196341786853,308.76727718392107,1336.8724184539055,37.82868925053798,196,0.0,No Failure
648,M648,M,298.62369930964456,309.24960723935214,1376.2573361777427,45.265366836723075,59,1.0,Random Failure
649,M649,H,304.5048716106886,309.3645698064875,1510.940847183297,35.22589293807199,54,0.0,No Failure
650,M650,H,301.9635309739832,312.5632875900075,1632.864082824823,33.50173114502564,15,0.0,No Failure
651,M651,L,299.3503372329828,311.11538212145024,1531.318447386498,40.84168230185696,226,0.0,No Failure
652,M652,M,295.00118857025285,307.7770840861259,1439.349661178426,40.12828643543685,217,0.0,No Failure
653,M653,H,304.5818851451815,310.493009556864,1545.5904195170704,44.79827035366833,209,1.0,Tool Wear Failure
654,M654,H,297.22085506647284,310.99644349699355,1454.0909689781008,37.313542466902575,28,0.0,No Failure
655,M655,M,296.7092025060862,312.2802980770425,1430.5399630836855,21.636402162296026,150,0.0,No Failure
656,M656,M,302.0451408640193,313.16108137313677,1384.5637331767016,35.672261164116115,244,0.0,No Failure
657,M657,H,304.87950481267853,307.96981161634426,1324.8171193248281,47.93818467143816,13,1.0,Power Failure
658,M658,H,302.768545637021,308.3782849775793,1461.0076293440554,37.026239207568935,78,0.0,No Failure
659,M659,M,301.1278182401047,307.48484428217074,1515.8053489920133,37.53616597485452,176,1.0,Power Failure
660,M660,H,301.1895086833306,309.53196028178604,1490.337632998511,49.863765059059375,32,0.0,No Failure
661,M661,L,301.7068311175606,310.9327167488927,1458.4033072052641,32.880267727410775,152,0.0,No Failure
662,M662,L,301.5178571795735,311.9746690331782,1405.425393930322,24.571967817571004,20,0.0,No Failure
663,M663,M,300.56238284793875,309.84809795271497,1560.8246191684968,38.393688804745054,144,1.0,Tool Wear Failure
664,M664,M,300.20840220790376,309.3603049534903,1368.2868080053415,35.15826048751263,22,1.0,Tool Wear Failure
665,M665,M,299.87481374420094,310.3035159844975,1577.6027913843475,30.33753680246746,56,0.0,No Failure
666,M666,L,298.49207082226667,308.3297141967399,1399.7782981073276,38.24621544101309,234,0.0,No Failure
667,M667,H,299.43864984626646,314.17907744338953,1424.7564762646964,44.91505647246784,208,0.0,No Failure
668,M668,L,296.61408637160923,306.78467794576386,1353.3214809384324,39.907114384321844,185,0.0,No Failure
669,M669,H,299.8033207464105,310.3694811577914,1449.8597853114363,43.06981072686238,141,0.0,No Failure
670,M670,L,298.0228177856982,314.04721243845927,1597.531245847798,58.13407698515423,92,1.0,Tool Wear Failure
671,M671,H,297.79282136556844,310.01359968912,1551.5628088443957,36.57121138442436,19,1.0,Tool Wear Failure
672,M672,L,300.359788302307,309.619921929997,1597.8422112028036,42.78348634644669,157,0.0,No Failure
673,M673,M,302.7840045726892,309.28510915437914,1552.2142545933937,34.907866374008655,18,0.0,No Failure
674,M674,L,301.83663321200464,309.63921663647517,1389.633017146963,31.536402801130272,180,1.0,Tool Wear Failure
675,M675,H,296.85899879275365,312.74569694935303,1466.9210775672443,34.1509234658223,102,1.0,Overstrain Failure
676,M676,L,298.02074372685934,305.576276177341,1421.9800870882536,35.212414284783115,183,0.0,No Failure
677,M677,L,301.88154237597644,313.06686740259266,1633.057490403904,43.59475797547125,76,0.0,No Failure
678,M678,L,298.03502521292336,307.1520856950997,1380.3211353573688,63.490757867007574,209,0.0,No Failure
679,M679,M,299.55073370000594,309.4666953415312,1589.3697689389112,32.8395656372416,150,0.0,No Failure
680,M680,L,301.1001041980491,309.1415111594027,1589.295387010877,35.83374694384538,189,0.0,No Failure
681,M681,M,298.06331109027275,311.17710653954146,1682.9620201716086,39.36876986888752,237,0.0,No Failure
682,M682,M,300.2107510122919,306.8037512962325,1459.0313407370502,43.957988487097474,32,0.0,No Failure
683,M683,L,297.3319490101636,310.9243453321639,1571.2322159580162,42.63550811954785,230,0.0,No Failure
684,M684,L,298.79726471209756,314.0486192465737,1728.1651836538842,52.84095793948117,231,0.0,No Failure
685,M685,L,300.63956386828505,307.27365199081436,1438.2358323066303,15.736079294647919,17,0.0,No Failure
686,M686,H,296.81401253293666,310.37941233522076,1346.495975246764,16.130701298043274,72,1.0,Overstrain Failure
687,M687,L,300.8809494759208,308.6760356444068,1311.9989966092237,35.04121827989851,160,1.0,Tool Wear Failure
688,M688,M,299.96072440214664,310.8517744123861,1571.271202886133,50.97300187543709,159,0.0,No Failure
689,M689,L,301.1049799088343,310.0382955548315,1311.6849791941415,24.343519683944038,188,0.0,No Failure
690,M690,H,300.44782826812934,308.71702618191136,1462.7680947062076,9.923676603062429,181,1.0,Random Failure
691,M691,L,302.7282808599477,310.9757445697422,1543.731318703896,45.711794062192084,16,0.0,No Failure
692,M692,H,300.2504490052958,313.60869621957346,1518.5175536829913,42.43657223702714,18,0.0,No Failure
693,M693,H,299.1411889177495,309.6181924165454,1542.5444864184171,29.0979159320057,218,0.0,No Failure
694,M694,L,300.24459500606457,311.4395158842964,1522.2289855800855,30.1446039927907,69,0.0,No Failure
695,M695,M,301.08659605807276,307.4134540842577,1627.8865813313394,30.302562803653256,226,0.0,No Failure
696,M696,H,300.0977201406514,308.087127246364,1404.7683619261204,41.1053531747394,119,1.0,Tool Wear Failure
697,M697,L,300.08118338240774,310.94481255576073,1432.300486154147,33.73684723816993,100,0.0,No Failure
698,M698,L,298.5960166243865,312.96823205707193,1422.7340554729176,44.940639189755196,33,0.0,No Failure
699,M699,M,298.6741981648981,310.7112266975713,1583.019181186261,11.45373337095609,83,1.0,Tool Wear Failure
700,M700,H,297.1947894564006,309.37388393895367,1590.0398588395065,31.43148134872201,152,0.0,No Failure
701,M701,H,303.49915348637387,309.9985828108467,1545.1225319318507,28.739460390889498,195,0.0,No Failure
702,M702,L,297.51227352921745,307.49918453206055,1618.3493666889929,37.43659321627508,73,0.0,No Failure
703,M703,L,298.6141896044082,311.20903065271074,1382.195913262362,34.619522415098615,201,0.0,No Failure
704,M704,M,298.5631854688616,311.7646661246468,1666.7224111551136,47.978437798957664,87,0.0,No Failure
705,M705,M,301.78984875388886,309.09581933433384,1652.3238621712258,21.406632283399425,84,0.0,No Failure
706,M706,H,299.41010064341594,309.059915704481,1573.5621997245746,40.45491476330752,10,0.0,No Failure
707,M707,H,302.49548414534746,310.5317564593041,1678.1798908771061,45.583364232117056,90,0.0,No Failure
708,M708,L,298.65301875151226,309.1265605279188,1334.3376792322226,58.56647436561955,143,0.0,No Failure
709,M709,H,300.5579883244476,309.86773477074837,1447.5551863737348,35.18234028906525,217,0.0,No Failure
710,M710,M,298.32930589348047,314.19944357833305,1426.4696539318047,43.24458604352517,188,0.0,No Failure
711,M711,M,304.29029825554676,309.505948598508,1572.1479323757344,21.96137207437635,221,0.0,No Failure
712,M712,L,297.624803161941,309.2833196959576,1394.9859260397855,16.080437956869762,126,0.0,No Failure
713,M713,M,300.61964142045406,308.70491638872966,1575.7495149337485,48.447743757817,112,1.0,Tool Wear Failure
714,M714,M,301.2675537618642,311.48838394299986,1637.0536143996715,39.9443970635193,79,0.0,No Failure
715,M715,M,300.827598194903,309.6375516535638,1569.5202900084,51.78512689798423,6,0.0,No Failure
716,M716,M,299.6294246822446,308.70125392335717,1528.37510236615,26.26597111030251,15,1.0,Power Failure
717,M717,L,299.74035860053317,312.64260806454604,1401.2126659099251,45.199021395287524,226,0.0,No Failure
718,M718,L,300.0876229439582,312.8392060090273,1415.3149033874636,58.688178405438535,249,0.0,No Failure
719,M719,H,299.705995996743,308.7991528685226,1624.9618905296666,44.19705608357266,15,1.0,Overstrain Failure
720,M720,M,301.9277582335898,306.2669200972788,1577.9349003905331,42.76581505591049,167,1.0,Tool Wear Failure
721,M721,H,304.4210460031827,312.0150273796738,1496.0980480622457,40.0855608082435,11,0.0,No Failure
722,M722,L,298.8850164299843,308.63074034848,1458.209045423411,24.291185428740878,34,0.0,No Failure
723,M723,L,297.26039404084185,311.58125119832556,1297.4192126888622,53.55572935710348,240,0.0,No Failure
724,M724,L,299.8234359032975,306.0597923645763,1392.914758131556,33.89142360194934,20,1.0,Power Failure
725,M725,L,305.15941867530864,311.7851946765986,1691.1419087139723,45.04483256383017,177,0.0,No Failure
726,M726,L,298.39265086406056,307.5776561414384,1371.9544428997533,24.369656934287462,170,0.0,No Failure
727,M727,L,303.27823361088815,311.46152823813304,1518.947982122108,28.205403354922197,227,1.0,Tool Wear Failure
728,M728,L,303.3554016281529,310.02854613567285,1600.7443973195197,54.350873992222354,239,0.0,No Failure
729,M729,M,298.89282351658403,308.0921211612067,1374.5077331997707,36.52697711042157,16,1.0,Power Failure
730,M730,H,301.13796615837055,309.18592737414644,1518.4710474781084,54.53275476042545,31,0.0,No Failure
731,M731,L,303.2567932462571,311.3726369139134,1593.7915537510655,39.21769340941482,40,0.0,No Failure
732,M732,M,299.24174451802503,310.2117889062305,1501.249932190725,21.581022270421425,133,0.0,No Failure
733,M733,M,299.59283927979527,311.16882596094496,1786.8403055666768,48.920675997317204,215,1.0,Overstrain Failure
734,M734,H,298.8366381721027,313.95288116903095,1333.1400741121804,34.10107682244392,26,0.0,No Failure
735,M735,L,297.97048653861424,306.8715167765779,1605.8728529883879,46.98688813517043,147,0.0,No Failure
736,M736,H,298.701444909868,313.23442514993724,1482.7198262603536,40.25210867540082,152,0.0,No Failure
737,M737,L,297.55211946647546,310.20871187504645,1577.1920154836675,24.568817720571296,65,1.0,Heat Dissipation Failure
738,M738,M,300.0681669365185,308.2024319033537,1544.1307151699245,41.64294765370569,136,1.0,Random Failure
739,M739,M,298.46005353788274,307.339372748522,1426.6843802890003,61.96223142152799,91,0.0,No Failure
740,M740,M,300.4675718235815,309.62175921844596,1522.899639245934,44.92986458514459,180,0.0,No Failure
741,M741,M,296.88820870759275,311.8433002238489,1314.2098548601712,39.42482246994537,60,1.0,Random Failure
742,M742,H,300.66176046442894,309.74490175924495,1560.3247500571395,50.75343401956898,165,0.0,No Failure
743,M743,L,301.66705792321784,313.0223098604947,1529.8158465990525,42.106684652031106,2,0.0,No Failure
744,M744,L,296.01252871485707,307.09764861989686,1563.8660168643103,42.09534230262794,211,0.0,No Failure
745,M745,H,300.74811313969514,309.9758221043079,1605.811832508715,29.083748278408976,197,1.0,Overstrain Failure
746,M746,L,302.4553379849466,307.49521311117377,1536.761984020971,42.33848025789598,102,0.0,No Failure
747,M747,M,297.5807179626176,310.7272637652499,1514.8089419798275,50.35443416416945,224,0.0,No Failure
748,M748,L,303.34514477367543,311.7737747801946,1411.8931663338708,31.639378478999753,54,0.0,No Failure
749,M749,M,300.8380380187321,309.15847641263787,1428.7779236350948,54.24495821246948,0,0.0,No Failure
750,M750,H,298.5899762884832,304.79157228674575,1618.673462017733,39.08293975854874,100,0.0,No Failure
751,M751,L,299.88846184468457,310.39789629359296,1643.633540570598,31.122304884614593,197,0.0,No Failure
752,M752,H,301.11665382504344,310.873477103467,1476.1889563687946,49.976320769202445,44,0.0,No Failure
753,M753,L,300.15201078282485,310.8085895099234,1504.6002747253274,37.132057642617305,225,0.0,No Failure
754,M754,M,301.07751198489274,312.4715643836443,1409.5385625006234,47.59514887486108,174,0.0,No Failure
755,M755,H,298.1586528138413,307.8578926407019,1617.2756845267445,37.08241367741463,206,1.0,Heat Dissipation Failure
756,M756,L,300.3387216480722,311.3604322109009,1566.5416823691778,39.40173856470096,236,1.0,Overstrain Failure
757,M757,M,297.17257100619,312.385015024956,1694.1217436463749,44.93560204334292,25,1.0,Power Failure
758,M758,H,299.7775478773026,306.44282483198697,1412.167692282026,42.90897057590006,120,0.0,No Failure
759,M759,H,298.1921847170704,310.63930365183796,1462.1992100981784,20.044682195482615,141,0.0,No Failure
760,M760,L,298.52894011482044,308.9916403379847,1523.1445922525572,28.78756259905608,249,0.0,No Failure
761,M761,L,302.4721863504209,309.8369546537967,1564.648953772577,49.29409984790816,181,1.0,Tool Wear Failure
762,M762,L,302.18262024118854,310.6953529670767,1478.4332362452367,38.678634110984525,198,1.0,Overstrain Failure
763,M763,M,301.21827624181435,309.02554287177287,1412.70389095463,34.762686972285785,45,1.0,Overstrain Failure
764,M764,L,297.81537447065483,308.6485838416768,1588.140752892357,26.414259847425257,121,0.0,No Failure
765,M765,H,299.3671831006104,310.06830483497606,1572.113536254558,29.202636787241516,30,0.0,No Failure
766,M766,H,302.4261953999584,307.8255081222744,1408.3725899436274,19.782013600380527,215,0.0,No Failure
767,M767,L,300.2834338272798,307.82834974222965,1635.5442801105496,38.987192812984674,58,0.0,No Failure
768,M768,L,304.63865907996336,311.358746565913,1617.0198709196604,34.01562419418953,222,0.0,No Failure
769,M769,H,300.78663567878874,307.7024119296827,1513.4296497247792,30.334121090146848,28,1.0,Tool Wear Failure
770,M770,M,300.3840982329801,311.3326250018184,1507.9597862376036,39.318765748320466,105,0.0,No Failure
771,M771,L,299.381767071595,310.9251825857079,1555.4057771115906,43.63970630852738,223,0.0,No Failure
772,M772,L,300.26708180956456,306.5483865424188,1413.8296929743742,60.93197932209945,16,0.0,No Failure
773,M773,H,299.69506032723893,308.6448706953287,1503.0031479164081,24.881165804367864,141,1.0,Tool Wear Failure
774,M774,L,301.4162173533772,312.38821880609476,1284.7616455390819,51.59381043300522,231,0.0,No Failure
775,M775,M,301.91340463358915,308.03766893772064,1587.6455645502936,49.73101561015072,163,0.0,No Failure
776,M776,H,298.4280210789841,309.0711914753812,1343.850677755814,32.20907260623299,185,1.0,Tool Wear Failure
777,M777,L,297.3375340928844,310.9241217865038,1650.3419828428998,42.03235954586031,239,0.0,No Failure
778,M778,H,296.3275892537934,311.56678101856517,1466.987990603355,35.42366750662385,23,0.0,No Failure
779,M779,L,301.01598265382506,309.496922227911,1478.8333018068822,41.85688580418739,108,0.0,No Failure
780,M780,L,297.79326678765227,308.8049796106167,1437.2266093915493,55.09131013404551,190,0.0,No Failure
781,M781,L,295.69421881409505,312.844739723397,1471.1961126077924,46.05606232631313,245,1.0,Overstrain Failure
782,M782,M,300.77715720906195,313.47779932759516,1641.8531345148037,45.08608373233442,90,1.0,Power Failure
783,M783,M,304.9859990348656,311.9577161015636,1251.219134346492,35.696906800453576,24,0.0,No Failure
784,M784,H,299.9878581769202,310.17063628513006,1627.6965386088189,25.15943335075665,186,0.0,No Failure
785,M785,L,301.67698154890326,308.3834685567181,1533.802348110171,37.91531789459592,31,0.0,No Failure
786,M786,L,300.16365871709513,308.3391111868869,1379.2978352142784,52.06608154863915,115,0.0,No Failure
787,M787,M,299.8022206936177,311.04502821053154,1392.4687606950763,24.728321434103524,81,0.0,No Failure
788,M788,L,301.83815296597555,310.8367964417774,1667.6393027208203,29.44910631823305,109,0.0,No Failure
789,M789,M,299.4194509116227,312.8031971858929,1405.4493120057268,41.26267736234068,145,0.0,No Failure
790,M790,L,300.5347846281438,311.3009001850723,1384.664948940404,30.153452151527375,36,1.0,Overstrain Failure
791,M791,H,300.64339561239206,306.9938393964804,1613.731454236473,32.07476552884788,25,0.0,No Failure
792,M792,L,298.6638190927139,312.10389523544586,1533.8552876285914,35.76401418271823,136,0.0,No Failure
793,M793,L,301.98408469907304,308.0038787453712,1406.20744234636,26.343825958098506,226,0.0,No Failure
794,M794,M,299.65008048660917,309.2320574560953,1521.6624975404618,30.258781537836317,63,1.0,Tool Wear Failure
795,M795,L,298.4885096810143,310.5004004125034,1397.4247316359722,47.03427916787309,71,0.0,No Failure
796,M796,L,301.0730196871408,313.9913349795679,1610.0821398422604,26.92630217769036,147,0.0,No Failure
797,M797,M,298.2030640364179,316.21983711201074,1606.1370964873133,24.021278655051624,181,0.0,No Failure
798,M798,H,300.05636231473824,311.2134461182724,1553.2006198821944,33.69975020466106,105,1.0,Heat Dissipation Failure
799,M799,H,299.9817620067116,309.6336067625592,1536.1661061247016,47.31955502509846,85,0.0,No Failure
800,M800,M,302.17179113166316,311.0690112969611,1676.1188124867374,38.0307819200311,210,1.0,Overstrain Failure
801,M801,M,300.9493964657599,311.7753108517477,1499.9686327388226,35.354189218843814,157,1.0,Random Failure
802,M802,M,299.9499460825097,309.35866474888564,1381.8125874579198,40.44358797515607,52,1.0,Power Failure
803,M803,M,301.6355325984006,313.59042271182466,1544.9473912832307,22.54292567140348,91,0.0,No Failure
